src_port,dst_port,protocol,duration,pkt_count,total_bytes,mean_pkt_len,max_pkt_len,mean_iat,bytes_per_sec,label
5222,63085,6,0.31163549423217773,2,186,93.0,126,0.31163549423217773,596.8511400098233,0
64621,5355,17,0.0024743080139160156,2,158,79.0,79,0.0024743080139160156,63856.2374253228,0
3702,3702,17,0.0008649826049804688,2,1674,837.0,845,0.0008649826049804688,1935299.034178611,0
62991,5355,17,0.01258087158203125,2,158,79.0,79,0.01258087158203125,12558.74833232262,0
3702,3702,17,0.0013120174407958984,2,1674,837.0,845,0.0013120174407958984,1275897.6732691259,0
3702,3702,17,0.0009629726409912109,2,1674,837.0,845,0.0009629726409912109,1738367.144342659,0
1900,1900,17,0.0022275447845458984,3,1171,390.3333333333333,418,0.0011137723922729492,525690.8898640694,0
60489,5355,17,0.00804448127746582,2,158,79.0,79,0.00804448127746582,19640.79404878338,0
443,55110,6,12.079183101654053,695,57750,83.09352517985612,2958,0.017405162970683074,4780.95244636966,0
443,31700,6,2.0809552669525146,25,48272,1930.88,8406,0.08670646945635478,23197.03876705271,0
1900,1900,17,0.0025069713592529297,4,1615,403.75,444,0.0008356571197509766,644203.6100808369,0
51495,1900,17,0.30609130859375,6,3006,501.0,546,0.06121826171875,9820.599002991026,0
443,51510,17,0.7621438503265381,2,134,67.0,67,0.7621438503265381,175.81982711346177,0
443,51586,17,0.12118840217590332,11,5031,457.3636363636364,1292,0.012118840217590332,41513.87351982389,0
443,55670,17,40.52424955368042,86,15099,175.56976744186048,1242,0.4767558771021226,372.59172387632054,0
443,14792,6,13.975996494293213,12,1218,101.5,153,1.2705451358448376,87.1494208300169,0
60005,5355,17,0.00484466552734375,2,158,79.0,79,0.00484466552734375,32613.190551181102,0
3702,3702,17,0.0010645389556884766,2,1674,837.0,845,0.0010645389556884766,1572511.734826428,0
40528,1900,17,0.30611348152160645,6,3006,501.0,546,0.06122269630432129,9819.88766080473,0
3702,3702,17,0.0014390945434570312,2,1674,837.0,845,0.0014390945434570312,1163231.4274353876,0
443,59905,6,0,1,66,66.0,66,0,0,0
51832,1900,17,0.2020103931427002,6,3006,501.0,546,0.04040207862854004,14880.42250319547,0
3702,3702,17,0.00077056884765625,2,1674,837.0,845,0.00077056884765625,2172421.0693069305,0
1900,1900,17,0.0022704601287841797,4,1608,402.0,441,0.0007568200429280599,708226.486611362,0
443,49664,17,30.197052240371704,38,7072,186.10526315789474,1494,0.8161365470370731,234.19504472509894,0
3702,3702,17,0.000985860824584961,2,1674,837.0,845,0.000985860824584961,1698008.4391777508,0
3702,3702,17,0.006245136260986328,2,1674,837.0,845,0.006245136260986328,268048.59494540736,0
443,58091,6,11.184992551803589,15,8547,569.8,1506,0.798928039414542,764.1489219071308,0
443,63064,6,8.683386087417603,8,11585,1448.125,7314,1.2404837267739433,1334.156961739487,0
59202,5355,17,0.004072427749633789,2,158,79.0,79,0.004072427749633789,38797.496165329896,0
443,29810,6,21.008444786071777,20,33588,1679.4,7314,1.1057076203195673,1598.7856474872544,0
443,64067,6,5.432440757751465,4,1172,293.0,526,1.810813585917155,215.7409629046928,0
443,55110,6,0.28289222717285156,16,19424,1214.0,1506,0.018859481811523436,68662.19052434988,0
443,42525,6,0.3993663787841797,15,26728,1781.8666666666666,7314,0.02852616991315569,66926.01435646637,0
3702,3702,17,0.0008785724639892578,2,1674,837.0,845,0.0008785724639892578,1905363.6081411126,0
443,40709,6,0.002634286880493164,2,232,116.0,172,0.002634286880493164,88069.37532808399,0
443,61279,6,24.541733980178833,9,797,88.55555555555556,134,3.067716747522354,32.475292929330024,0
443,62399,17,0.23464584350585938,14,6746,481.85714285714283,1292,0.01804968026968149,28749.710198175937,0
443,52582,6,0,1,66,66.0,66,0,0,0
63103,5355,17,0.003660917282104492,2,158,79.0,79,0.003660917282104492,43158.582351025725,0
443,46671,6,0,1,66,66.0,66,0,0,0
443,51169,17,0.15338373184204102,11,5059,459.90909090909093,1296,0.015338373184204102,32982.63733216443,0
5222,63085,6,2.9763295650482178,4,526,131.5,280,0.9921098550160726,176.72774083117324,0
3702,3702,17,0.0009715557098388672,2,1674,837.0,845,0.0009715557098388672,1723009.7904294478,0
3702,3702,17,0.0007710456848144531,2,1674,837.0,845,0.0007710456848144531,2171077.5807050094,0
443,52001,17,2.500823736190796,1005,74059,73.6905472636816,1242,0.002490860295010753,29613.842402505812,0
443,58762,6,0,1,66,66.0,66,0,0,0
5228,29894,6,0,1,66,66.0,66,0,0,0
3702,3702,17,0.0005958080291748047,2,1674,837.0,845,0.0005958080291748047,2809629.8103241296,0
59270,5355,17,0.018496274948120117,2,158,79.0,79,0.018496274948120117,8542.260560203147,0
3702,3702,17,0.0007140636444091797,2,1674,837.0,845,0.0007140636444091797,2344328.846744574,0
64915,5355,17,0.005023956298828125,2,158,79.0,79,0.005023956298828125,31449.31814730448,0
3702,3702,17,0.0008761882781982422,2,1674,837.0,845,0.0008761882781982422,1910548.2710204083,0
443,34789,6,0,1,60,60.0,60,0,0,0
3702,3702,17,0.0013344287872314453,2,1674,837.0,845,0.0013344287872314453,1254469.3400035733,0
3702,3702,17,0.008131980895996094,2,1674,837.0,845,0.008131980895996094,205853.9021930339,0
443,52582,6,0.06622672080993652,2,173,86.5,113,0.06622672080993652,2612.2386535865357,0
1900,1900,17,0.003102540969848633,4,1615,403.75,444,0.0010341803232828777,520541.0712364559,0
3702,3702,17,0.008285760879516602,2,1674,837.0,845,0.008285760879516602,202033.34664633268,0
58917,5355,17,0.004986763000488281,2,158,79.0,79,0.004986763000488281,31683.8799005546,0
3702,3702,17,0.0007250308990478516,2,1674,837.0,845,0.0007250308990478516,2308867.11476488,0
5222,63085,6,0.526383638381958,2,186,93.0,126,0.526383638381958,353.35444804428636,0
443,64935,17,30.069687128067017,44,7547,171.52272727272728,1494,0.6992950494899306,250.98365566150628,0
3702,3702,17,0.0011858940124511719,2,1674,837.0,845,0.0011858940124511719,1411593.2641737033,0
443,51510,17,12.508336305618286,4,275,68.75,69,4.169445435206096,21.98533788034465,0
443,61279,6,9.000627994537354,5,464,92.8,133,2.2501569986343384,51.551958405747925,0
443,15392,6,0.17601251602172852,10,5528,552.8,1506,0.019556946224636503,31406.857449373518,0
443,15393,6,0.06817221641540527,8,5421,677.625,1506,0.009738888059343611,79519.19836326438,0
3702,3702,17,0.002682209014892578,2,1674,837.0,845,0.002682209014892578,624112.4352,0
3702,3702,17,0.0010881423950195312,2,1674,837.0,845,0.0010881423950195312,1538401.5985977212,0
443,40709,6,0,1,60,60.0,60,0,0,0
443,14792,6,9.58845329284668,7,639,91.28571428571429,153,1.59807554880778,66.64265658745153,0
51806,5355,17,0.01133275032043457,2,158,79.0,79,0.01133275032043457,13941.89367386868,0
3702,3702,17,0.0013644695281982422,2,1674,837.0,845,0.0013644695281982422,1226850.4099248645,0
64035,5355,17,0.021317005157470703,2,158,79.0,79,0.021317005157470703,7411.9229616374005,0
42791,1900,17,0.21587109565734863,5,2460,492.0,546,0.05396777391433716,11395.689601282927,0
443,59905,6,0,1,66,66.0,66,0,0,0
3702,3702,17,0.0011789798736572266,2,1674,837.0,845,0.0011789798736572266,1419871.5664307382,0
443,61279,6,0.06454062461853027,2,138,69.0,78,0.06454062461853027,2138.1881693220985,0
1900,1900,17,0.001983165740966797,4,1615,403.75,444,0.0006610552469889323,814354.5275306564,0
5222,63085,6,0.25017547607421875,2,186,93.0,126,0.25017547607421875,743.4781494922387,0
3702,3702,17,0.001264810562133789,2,1674,837.0,845,0.001264810562133789,1323518.3592836945,0
53519,5355,17,0.006643772125244141,2,158,79.0,79,0.006643772125244141,23781.67056628149,0
59958,5355,17,0.0024580955505371094,2,158,79.0,79,0.0024580955505371094,64277.403685742,0
3702,3702,17,0.009244680404663086,2,1674,837.0,845,0.009244680404663086,181077.10885880078,0
58798,5355,17,0.011344194412231445,2,158,79.0,79,0.011344194412231445,13927.829007376895,0
3702,3702,17,0.0011332035064697266,2,1674,837.0,845,0.0011332035064697266,1477228.0446034083,0
443,40709,6,0.0010135173797607422,2,232,116.0,172,0.0010135173797607422,228905.79346036227,0
50140,5355,17,0.006055593490600586,2,158,79.0,79,0.006055593490600586,26091.579668490886,0
62518,5355,17,0.0013675689697265625,2,158,79.0,79,0.0013675689697265625,115533.47838214783,0
1900,1900,17,0.0050334930419921875,4,1615,403.75,444,0.0016778310139973958,320850.7464948844,0
3702,3702,17,0.0016875267028808594,2,1674,837.0,845,0.0016875267028808594,991984.3029104266,0
56747,5355,17,0.0020189285278320312,2,158,79.0,79,0.0020189285278320312,78259.3330184223,0
443,46671,6,0.015533685684204102,5,351,70.2,93,0.0038834214210510254,22596.05396528172,0
443,61216,17,0.14914655685424805,12,6339,528.25,1292,0.01355877789584073,42501.81924209436,0
51514,5355,17,0.0025398731231689453,2,158,79.0,79,0.0025398731231689453,62207.831784473856,0
1900,1900,17,0.006140232086181641,4,1615,403.75,444,0.0020467440287272134,263019.3740778132,0
443,58762,6,0.008840084075927734,5,351,70.2,93,0.0022100210189819336,39705.50471977992,0
5228,29894,6,0,1,66,66.0,66,0,0,0
5050,5050,17,250.62957978248596,108,30456,282.0,282,2.3423325213316444,121.51797894898067,0
443,31700,6,0.0008182525634765625,2,138,69.0,78,0.0008182525634765625,168652.0839160839,0
3702,3702,17,0.0009899139404296875,2,1674,837.0,845,0.0009899139404296875,1691056.0924855492,0
60728,5355,17,0.012377262115478516,2,158,79.0,79,0.012377262115478516,12765.343298532187,0
3702,3702,17,0.0007970333099365234,2,1674,837.0,845,0.0007970333099365234,2100288.631767873,0
3702,3702,17,0.0011868476867675781,2,1674,837.0,845,0.0011868476867675781,1410458.9987946968,0
443,52582,6,0,1,66,66.0,66,0,0,0
443,63064,6,0,1,60,60.0,60,0,0,0
443,33519,6,0.47359633445739746,6,10232,1705.3333333333333,7314,0.0947192668914795,21604.89694609413,0
3702,3702,17,0.0010690689086914062,2,1674,837.0,845,0.0010690689086914062,1565848.5495093667,0
3702,3702,17,0.0010356903076171875,2,1674,837.0,845,0.0010356903076171875,1616313.2817679557,0
64148,5355,17,0.006168842315673828,2,158,79.0,79,0.006168842315673828,25612.585297982532,0
443,55110,6,0,1,60,60.0,60,0,0,0
443,42525,6,0,1,60,60.0,60,0,0,0
5228,29894,6,0.018249988555908203,2,138,69.0,78,0.018249988555908203,7561.648577326052,0
5222,63085,6,0.3502695560455322,2,186,93.0,126,0.3502695560455322,531.0196013033502,0
3702,3702,17,0.0008218288421630859,2,1674,837.0,845,0.0008218288421630859,2036920.4804177545,0
443,14792,6,2.7273313999176025,6,574,95.66666666666667,153,0.5454662799835205,210.46213893087636,0
3702,3702,17,0.0010833740234375,2,1674,837.0,845,0.0010833740234375,1545172.7323943663,0
443,51510,17,20.120627880096436,5,394,78.8,112,5.030156970024109,19.58189388263323,0
3702,3702,17,0.0011358261108398438,2,1674,837.0,845,0.0011358261108398438,1473817.1486146096,0
56247,5355,17,0.007034778594970703,2,158,79.0,79,0.007034778594970703,22459.83976140446,0
443,50323,17,0.31703782081604004,16,8401,525.0625,1274,0.021135854721069335,26498.41579902433,0
3702,3702,17,0.0013265609741210938,2,1674,837.0,845,0.0013265609741210938,1261909.5787203452,0
61255,5355,17,0.006714582443237305,2,158,79.0,79,0.006714582443237305,23530.87497780776,0
56212,5355,17,0.00244903564453125,2,158,79.0,79,0.00244903564453125,64515.19003115265,0
443,61279,6,20.133050441741943,7,602,86.0,133,3.3555084069569907,29.901082388979205,0
54296,5355,17,0.0037336349487304688,2,158,79.0,79,0.0037336349487304688,42318.00970625798,0
3702,3702,17,0.0009667873382568359,2,1674,837.0,845,0.0009667873382568359,1731507.9891491986,0
443,59905,6,0,1,66,66.0,66,0,0,0
49424,5355,17,0.005041360855102539,2,158,79.0,79,0.005041360855102539,31340.7440056751,0
63513,5355,17,0.0024628639221191406,2,158,79.0,79,0.0024628639221191406,64152.955663117136,0
56999,5355,17,0.005864381790161133,2,158,79.0,79,0.005864381790161133,26942.311338781154,0
3702,3702,17,0.0007288455963134766,2,1674,837.0,845,0.0007288455963134766,2296782.759568204,0
3702,3702,17,0.0012052059173583984,2,1674,837.0,845,0.0012052059173583984,1388974.26231454,0
5222,63085,6,0.26977038383483887,2,186,93.0,126,0.26977038383483887,689.4752394831988,0
61885,5355,17,0.0018508434295654297,2,158,79.0,79,0.0018508434295654297,85366.48615226072,0
443,40709,6,9.010931253433228,4,370,92.5,172,3.003643751144409,41.061238799156015,0
3702,3702,17,0.0008013248443603516,2,1674,837.0,845,0.0008013248443603516,2089040.4332044034,0
3702,3702,17,0.00193023681640625,2,1674,837.0,845,0.00193023681640625,867251.0988142292,0
3702,3702,17,0.0011322498321533203,2,1674,837.0,845,0.0011322498321533203,1478472.2880606444,0
443,31700,6,0,1,60,60.0,60,0,0,0
443,62167,17,0.649061918258667,11,4050,368.1818181818182,1292,0.0649061918258667,6239.774490029434,0
443,58091,6,0.4641385078430176,2,120,60.0,60,0.4641385078430176,258.54351227540633,0
443,61279,6,1.2292141914367676,4,331,82.75,133,0.40973806381225586,269.2777241801207,0
443,42713,6,1.9297831058502197,28,11012,393.2857142857143,1490,0.07147344836482296,5706.340762657032,0
443,46967,6,1.3360540866851807,8,5505,688.125,4410,0.19086486952645437,4120.3421739146725,0
3702,3702,17,0.0008952617645263672,2,1674,837.0,845,0.0008952617645263672,1869844.180026631,0
1900,1900,17,0.0010998249053955078,4,1615,403.75,444,0.0003666083017985026,1468415.5560372858,0
40162,1900,17,0.014509201049804688,5,2532,506.4,546,0.003627300262451172,174509.9534639148,0
443,29810,6,0,1,60,60.0,60,0,0,0
443,59419,6,1.0551741123199463,9,7028,780.8888888888889,2958,0.1318967640399933,6660.512154290793,0
5222,63085,6,0.29320597648620605,2,186,93.0,126,0.29320597648620605,634.3663326001488,0
3702,3702,17,0.0008518695831298828,2,1674,837.0,845,0.0008518695831298828,1965089.5314861462,0
443,52582,6,0,1,66,66.0,66,0,0,0
3702,3702,17,0.0004982948303222656,2,1674,837.0,845,0.0004982948303222656,3359456.8880382776,0
443,59905,6,4.97064995765686,3,297,99.0,127,2.48532497882843,59.75073733415827,0
443,5488,6,1.427851676940918,9,5565,618.3333333333334,4410,0.17848145961761475,3897.463644068872,0
3702,3702,17,0.0003490447998046875,2,1674,837.0,845,0.0003490447998046875,4795945.967213115,0
1900,1900,17,0.0018069744110107422,4,1615,403.75,444,0.0006023248036702474,893759.1977833487,0
51419,1900,17,0.20313811302185059,6,3006,501.0,546,0.04062762260437012,14797.813936947712,0
5228,29894,6,0,1,66,66.0,66,0,0,0
3702,3702,17,0.0010585784912109375,2,1674,837.0,845,0.0010585784912109375,1581365.9675675675,0
3702,3702,17,0.0003948211669921875,2,1674,837.0,845,0.0003948211669921875,4239894.260869565,0
443,28026,6,0.9985911846160889,9,5565,618.3333333333334,4410,0.12482389807701111,5572.851118387831,0
443,60473,6,0.3530247211456299,12,5091,424.25,1490,0.03209315646778454,14421.086385901737,0
443,60474,6,0.4954800605773926,9,5045,560.5555555555555,2926,0.06193500757217407,10182.044448208397,0
1900,1900,17,0.0031585693359375,4,1615,403.75,444,0.0010528564453125,511307.43961352657,0
443,28057,6,1.0106663703918457,9,5565,618.3333333333334,4410,0.1263332962989807,5506.268104916158,0
443,14792,6,0,1,66,66.0,66,0,0,0
61694,5355,17,0.003230571746826172,2,158,79.0,79,0.003230571746826172,48907.75143911439,0
443,55670,17,1.0877225399017334,10,2473,247.3,682,0.12085805998908149,2273.557740398958,0
443,62081,17,0.14729690551757812,11,5095,463.1818181818182,1296,0.014729690551757813,34590.00025898014,0
443,52979,6,0.5681729316711426,11,4900,445.45454545454544,1506,0.05681729316711426,8624.134883701412,0
443,61279,6,4.651959419250488,5,466,93.2,134,1.162989854812622,100.17284288242581,0
3702,3702,17,0.0004737377166748047,2,1674,837.0,845,0.0004737377166748047,3533600.8535480625,0
443,42713,6,2.021296977996826,20,8239,411.95,1096,0.10638405147351716,4076.0957393629155,0
60376,5355,17,0.0005922317504882812,2,158,79.0,79,0.0005922317504882812,266787.45249597426,0
3702,3702,17,0.0010800361633300781,2,1674,837.0,845,0.0010800361633300781,1549948.1006622517,0
443,3644,6,0.31149959564208984,8,4778,597.25,2926,0.04449994223458426,15338.703699281452,0
443,3645,6,0.3313915729522705,10,4885,488.5,1490,0.03682128588358561,14740.869710357947,0
443,3646,6,1.3233487606048584,11,5673,515.7272727272727,1506,0.13233487606048583,4286.851787587017,0
64250,5355,17,0.0052394866943359375,2,158,79.0,79,0.0052394866943359375,30155.62577357117,0
3702,3702,17,0.0008389949798583984,2,1674,837.0,845,0.0008389949798583984,1995244.358056266,0
50055,5355,17,0.006020545959472656,2,158,79.0,79,0.006020545959472656,26243.46713131633,0
52055,5355,17,0.013830184936523438,2,158,79.0,79,0.013830184936523438,11424.286856985244,0
3702,3702,17,0.0005979537963867188,2,1674,837.0,845,0.0005979537963867188,2799547.4066985645,0
58590,5355,17,0.004572391510009766,2,158,79.0,79,0.004572391510009766,34555.22119094796,0
3702,3702,17,0.0005185604095458984,2,1674,837.0,845,0.0005185604095458984,3228167.768275862,0
443,39571,6,0.37658119201660156,10,4898,489.8,2926,0.041842354668511286,13006.491306087511,0
443,39572,6,0.39145994186401367,10,4898,489.8,2926,0.04349554909600152,12512.135920414252,0
443,6741,6,16.861308813095093,35,13264,378.9714285714286,2926,0.4959208474439733,786.6530497145457,0
49294,5355,17,0.011875629425048828,2,158,79.0,79,0.011875629425048828,13304.557960248945,0
3702,3702,17,0.00036072731018066406,2,1674,837.0,845,0.00036072731018066406,4640624.51817581,0
443,18685,6,16.721827507019043,22,8496,386.1818181818182,2926,0.7962775003342402,508.0784379837536,0
443,18686,6,16.71183729171753,21,8442,402.0,2926,0.8355918645858764,505.15092102912575,0
443,32597,6,1.1317522525787354,8,5505,688.125,4410,0.1616788932255336,4864.1387613381585,0
443,55553,6,0.3127589225769043,9,4838,537.5555555555555,2926,0.03909486532211304,15468.78330484843,0
443,55554,6,0.3242511749267578,9,4838,537.5555555555555,2926,0.04053139686584473,14920.531902753513,0
59530,5355,17,0.002718210220336914,2,158,79.0,79,0.002718210220336914,58126.482940092974,0
443,55670,17,0.02899789810180664,7,1078,154.0,682,0.0048329830169677734,37175.108216993074,0
443,38668,6,29.001590490341187,75,12558,167.44,1506,0.39191338500461065,433.0107345037635,0
5222,63085,6,0.27468347549438477,2,186,93.0,126,0.27468347549438477,677.1430267701062,0
3702,3702,17,0.0018863677978515625,2,1674,837.0,845,0.0018863677978515625,887419.7290192114,0
55478,5355,17,0.0065212249755859375,2,158,79.0,79,0.0065212249755859375,24228.576776835333,0
3702,3702,17,0.0005753040313720703,2,1674,837.0,845,0.0005753040313720703,2909765.8085370907,0
443,40709,6,0.002199411392211914,3,298,99.33333333333333,172,0.001099705696105957,135490.79588075881,0
443,15393,6,0.00034546852111816406,2,138,69.0,78,0.00034546852111816406,399457.5238095238,0
3702,3702,17,0.0004994869232177734,2,1674,837.0,845,0.0004994869232177734,3351439.091169451,0
40804,1900,17,0.17746448516845703,6,3006,501.0,546,0.035492897033691406,16938.600403041622,0
443,61279,6,0.07432889938354492,2,138,69.0,78,0.07432889938354492,1856.6129882793705,0
1900,1900,17,0.014159202575683594,4,1615,403.75,444,0.004719734191894531,114060.09564221729,0
3702,3702,17,0.0005786418914794922,2,1674,837.0,845,0.0005786418914794922,2892981.003708282,0
3702,3702,17,0.0009741783142089844,2,1674,837.0,845,0.0009741783142089844,1718371.242290749,0
64816,5355,17,0.020990371704101562,2,158,79.0,79,0.020990371704101562,7527.260699681963,0
63576,5355,17,0.0008087158203125,2,158,79.0,79,0.0008087158203125,195371.4716981132,0
3702,3702,17,0.0011947154998779297,2,1674,837.0,845,0.0011947154998779297,1401170.4043105168,0
443,55670,17,2.5762195587158203,24,2993,124.70833333333333,794,0.11200954603112262,1161.7798606776878,0
443,61813,6,1.8905243873596191,11,5514,501.27272727272725,2926,0.18905243873596192,2916.651082031832,0
57677,5355,17,0.003378152847290039,2,158,79.0,79,0.003378152847290039,46771.122309266706,0
443,40709,6,0,1,60,60.0,60,0,0,0
58509,5355,17,0.0020034313201904297,2,158,79.0,79,0.0020034313201904297,78864.69498988456,0
443,59419,6,0,1,66,66.0,66,0,0,0
443,42713,6,0.03350090980529785,3,231,77.0,93,0.016750454902648926,6895.33512201718,0
3702,3702,17,0.0004782676696777344,2,1674,837.0,845,0.0004782676696777344,3500132.0518444665,0
50100,5355,17,0.0020275115966796875,2,158,79.0,79,0.0020275115966796875,77928.03762935089,0
3702,3702,17,0.0007550716400146484,2,1674,837.0,845,0.0007550716400146484,2217008.176823492,0
443,52582,6,0,1,66,66.0,66,0,0,0
3702,3702,17,0.0016481876373291016,2,1674,837.0,845,0.0016481876373291016,1015661.0582959641,0
55983,5355,17,0.004233360290527344,2,158,79.0,79,0.004233360290527344,37322.59698130209,0
443,59905,6,0,1,60,60.0,60,0,0,0
3702,3702,17,0.0015337467193603516,2,1674,837.0,845,0.0015337467193603516,1091444.877351158,0
443,19650,6,30.562387704849243,24,6267,261.125,2926,1.328799465428228,205.05596815675608,0
64703,5355,17,0.003529787063598633,2,158,79.0,79,0.003529787063598633,44761.90692333671,0
5228,29894,6,0,1,66,66.0,66,0,0,0
3702,3702,17,0.0006167888641357422,2,1674,837.0,845,0.0006167888641357422,2714056.7823734055,0
5222,63085,6,0.34835362434387207,2,186,93.0,126,0.34835362434387207,533.9401889397105,0
443,6741,6,0.025247573852539062,3,231,77.0,93,0.012623786926269531,9149.39397144368,0
443,61279,6,0.021735191345214844,2,138,69.0,78,0.021735191345214844,6349.150454126629,0
443,18685,6,0.03141283988952637,3,231,77.0,93,0.015706419944763184,7353.680877386058,0
443,18686,6,0.03695797920227051,3,231,77.0,93,0.018478989601135254,6250.341739079948,0
3702,3702,17,0.06361031532287598,2,1674,837.0,845,0.06361031532287598,26316.486429960907,0
3702,3702,17,0.0009086132049560547,2,1674,837.0,845,0.0009086132049560547,1842368.1175544476,0
59753,5355,17,0.002366304397583008,2,158,79.0,79,0.002366304397583008,66770.78408060453,0
443,14792,6,0,1,66,66.0,66,0,0,0
1900,1900,17,0.002028226852416992,4,1615,403.75,444,0.0006760756174723307,796262.0148113319,0
3702,3702,17,0.00037741661071777344,2,1674,837.0,845,0.00037741661071777344,4435416.864181933,0
51495,1900,17,0.31055736541748047,6,3006,501.0,546,0.06211147308349609,9679.371139560808,0
3702,3702,17,0.0005600452423095703,2,1674,837.0,845,0.0005600452423095703,2989044.2298850575,0
443,19650,6,0,1,106,106.0,106,0,0,0
65489,5355,17,0.003815174102783203,2,158,79.0,79,0.003815174102783203,41413.57530308711,0
3702,3702,17,0.0009088516235351562,2,1674,837.0,845,0.0009088516235351562,1841884.8100734523,0
40528,1900,17,0.1993694305419922,6,3006,501.0,546,0.03987388610839844,15077.537172213877,0
51832,1900,17,0.4484677314758301,6,3006,501.0,546,0.08969354629516602,6702.823389561991,0
3702,3702,17,0.0005009174346923828,2,1674,837.0,845,0.0005009174346923828,3341868.1085197525,0
3702,3702,17,0.0004687309265136719,2,1674,837.0,845,0.0004687309265136719,3571345.3184130215,0
1900,1900,17,0.0022101402282714844,4,1615,403.75,444,0.0007367134094238281,730722.8651564185,0
443,61279,6,5.167314529418945,4,332,83.0,134,1.7224381764729817,64.25000802831578,0
443,38668,6,0,1,66,66.0,66,0,0,0
1900,1900,17,0.08200216293334961,4,1615,403.75,444,0.027334054311116535,19694.602462043018,0
443,61737,6,0.6137135028839111,27,27839,1031.0740740740741,7314,0.023604365495535042,45361.556930361316,0
443,61736,6,0.5597703456878662,9,9040,1004.4444444444445,5862,0.06997129321098328,16149.479995928185,0
443,61739,6,0.5353069305419922,7,8926,1275.142857142857,7314,0.0892178217569987,16674.545930056476,0
443,61738,6,0.6082160472869873,8,8986,1123.25,7314,0.0868880067552839,14774.355329957198,0
443,61740,6,0.2716679573059082,11,4940,449.09090909090907,1506,0.02716679573059082,18183.96269103381,0
443,61741,6,0.33880138397216797,11,4981,452.8181818181818,1506,0.0338801383972168,14701.82896422047,0
443,43545,6,0.2569103240966797,10,4846,484.6,2958,0.028545591566297743,18862.61292549835,0
443,40709,6,0.0007729530334472656,2,232,116.0,172,0.0007729530334472656,300147.60271437385,0
5222,63085,6,0.32973790168762207,2,186,93.0,126,0.32973790168762207,564.0843804974762,0
3702,3702,17,0.001138448715209961,2,1674,837.0,845,0.001138448715209961,1470421.967748691,0
3702,3702,17,0.0010085105895996094,2,1674,837.0,845,0.0010085105895996094,1659873.4978723405,0
5050,5050,17,379.6255292892456,164,46904,286.0,286,2.3289909772346356,123.55333448679302,0
443,64067,6,7.384845733642578,3,814,271.3333333333333,526,3.692422866821289,110.22572838478159,0
3702,3702,17,0.0007030963897705078,2,1674,837.0,845,0.0007030963897705078,2380896.878942014,0
443,32467,6,0.27071475982666016,11,14032,1275.6363636363637,4410,0.027071475982666016,51833.15460518204,0
65427,5355,17,0.009795904159545898,2,158,79.0,79,0.009795904159545898,16129.190060116338,0
3702,3702,17,0.0028128623962402344,2,1674,837.0,845,0.0028128623962402344,595123.317172402,0
3702,3702,17,0.0006728172302246094,2,1674,837.0,845,0.0006728172302246094,2488045.6754075126,0
62371,5355,17,0.0035741329193115234,2,158,79.0,79,0.0035741329193115234,44206.52604896271,0
443,43072,6,2.032200574874878,17,8146,479.1764705882353,5862,0.12701253592967987,4008.462599958445,0
443,19650,6,0,1,106,106.0,106,0,0,0
443,49430,6,0,1,66,66.0,66,0,0,0
63904,5355,17,0.0015149116516113281,2,158,79.0,79,0.0015149116516113281,104296.51117406358,0
3702,3702,17,0.00043845176696777344,2,1674,837.0,845,0.00043845176696777344,3817979.823817292,0
54790,5355,17,0.0046863555908203125,2,158,79.0,79,0.0046863555908203125,33714.897842897844,0
443,14792,6,0,1,60,60.0,60,0,0,0
49216,5355,17,0.009168386459350586,2,158,79.0,79,0.009168386459350586,17233.13046417891,0
443,59419,6,0,1,66,66.0,66,0,0,0
443,52582,6,0,1,66,66.0,66,0,0,0
3702,3702,17,0.0008988380432128906,2,1674,837.0,845,0.0008988380432128906,1862404.4816976127,0
3702,3702,17,0.0008676052093505859,2,1674,837.0,845,0.0008676052093505859,1929448.9958779884,0
443,40709,6,0.45433712005615234,2,138,69.0,78,0.45433712005615234,303.7392145791309,0
443,62339,6,0.7019214630126953,16,6012,375.75,2878,0.046794764200846356,8565.060789274175,0
5228,29894,6,0,1,66,66.0,66,0,0,0
3702,3702,17,0.000469207763671875,2,1674,837.0,845,0.000469207763671875,3567715.9024390243,0
3702,3702,17,0.008562088012695312,2,1674,837.0,845,0.008562088012695312,195513.05680552463,0
443,61279,6,8.06161117553711,4,332,83.0,134,2.6872037251790366,41.18283464321018,0
57512,5355,17,0.004525661468505859,2,158,79.0,79,0.004525661468505859,34912.0236013065,0
443,51493,17,0.048023223876953125,9,4738,526.4444444444445,1292,0.006002902984619141,98660.59830010326,0
58158,5355,17,0.00829315185546875,2,158,79.0,79,0.00829315185546875,19051.863845446183,0
3702,3702,17,0.0024623870849609375,2,1674,837.0,845,0.0024623870849609375,679828.1270333076,0
0,0,2,392.73518466949463,56,3360,60.0,60,7.140639721263539,8.5553831975294,0
3702,3702,17,0.0007238388061523438,2,1674,837.0,845,0.0007238388061523438,2312669.596837945,0
443,33519,6,0,1,60,60.0,60,0,0,0
5222,63085,6,0.25039029121398926,2,186,93.0,126,0.25039029121398926,742.8403038240814,0
443,59383,6,1.3200829029083252,9,5257,584.1111111111111,1506,0.16501036286354065,3982.3256466833272,0
443,25874,6,1.2053697109222412,10,9655,965.5,7314,0.13392996788024902,8009.99055519062,0
443,54417,6,0.9424052238464355,7,9169,1309.857142857143,7314,0.15706753730773926,9729.360330343505,0
