src_port,dst_port,protocol,duration,pkt_count,total_bytes,mean_pkt_len,max_pkt_len,mean_iat,bytes_per_sec,label
51398,5355,17,0.10187506675720215,2,158,79.0,79,0.10187506675720215,1550.919229104015,0
60366,5355,17,0.13302016258239746,2,158,79.0,79,0.13302016258239746,1187.7898578129398,0
3702,3702,17,0,1,829,829.0,829,0,0,0
34455,3702,17,0,1,637,637.0,637,0,0,0
443,8388,6,9.08508038520813,12,8517,709.75,5862,0.8259163986552845,937.4710667246214,0
37020,37020,17,5.716132640838623,2,332,166.0,166,5.716132640838623,58.08122744179214,0
138,138,17,0,1,243,243.0,243,0,0,0
50445,5355,17,0.17020440101623535,2,158,79.0,79,0.17020440101623535,928.2956201874521,0
53315,5355,17,0.10860085487365723,2,158,79.0,79,0.10860085487365723,1454.8688422739597,0
3702,3702,17,0.0005347728729248047,2,1674,837.0,845,0.0005347728729248047,3130300.8898796253,0
60181,3702,17,0,1,1253,1253.0,1253,0,0,0
443,40282,6,0,1,66,66.0,66,0,0,0
49271,6667,17,0,1,312,312.0,312,0,0,0
0,0,2,0,1,60,60.0,60,0,0,0
3702,3702,17,0.0006597042083740234,2,1674,837.0,845,0.0006597042083740234,2537500.865919769,0
50870,5355,17,0.10398054122924805,2,158,79.0,79,0.10398054122924805,1519.5150759184273,0
12223,12223,17,10.022440910339355,3,1134,378.0,378,5.011220455169678,113.14608987418846,0
5353,5353,17,7.975683212280273,7,588,84.0,84,1.3292805353800456,73.72409163576708,0
5353,5353,17,3.9924933910369873,3,252,84.0,84,1.9962466955184937,63.11845138322119,0
59927,5355,17,0.10267519950866699,2,158,79.0,79,0.10267519950866699,1538.8331433109408,0
138,138,17,0,1,243,243.0,243,0,0,0
443,38705,6,0.4634521007537842,16,1146,71.625,213,0.030896806716918947,2472.74744927487,0
5353,5353,17,0,1,119,119.0,119,0,0,0
138,138,17,0,1,243,243.0,243,0,0,0
49587,5355,17,0.10657811164855957,2,158,79.0,79,0.10657811164855957,1482.4807604117032,0
5050,5050,17,30.212247848510742,12,3432,286.0,286,2.7465679862282495,113.59631422357653,0
443,57288,17,30.284488677978516,38,7104,186.94736842105263,1494,0.8184996939994194,234.57553058063357,0
12223,12223,17,10.025689125061035,3,1107,369.0,369,5.012844562530518,110.41635005745908,0
52268,1900,17,2.042710304260254,3,636,212.0,212,1.021355152130127,311.3510509412742,0
52269,1900,17,2.967493772506714,4,848,212.0,212,0.9891645908355713,285.76302597719484,0
56650,5355,17,0.10245156288146973,2,158,79.0,79,0.10245156288146973,1542.1921887399265,0
443,27289,6,0,1,66,66.0,66,0,0,0
5050,5050,17,2.065854787826538,2,148,74.0,74,2.065854787826538,71.64104702427274,0
3702,3702,17,0.0007200241088867188,2,1674,837.0,845,0.0007200241088867188,2324922.1509933774,0
50805,5355,17,0.10627460479736328,2,158,79.0,79,0.10627460479736328,1486.7145382592855,0
59191,5355,17,0.11412906646728516,2,158,79.0,79,0.11412906646728516,1384.3975499903904,0
5353,5353,17,10.401146411895752,8,2279,284.875,427,1.4858780588422502,219.110462419173,0
64290,5678,17,2.1505157947540283,2,120,60.0,60,2.1505157947540283,55.8005666792721,0
64290,9999,17,2.150855541229248,2,378,189.0,189,2.150855541229248,175.74402034641852,0
5353,5353,17,0.541459321975708,2,270,135.0,163,0.541459321975708,498.65241771959603,0
5353,5353,17,0.6201598644256592,2,208,104.0,107,0.6201598644256592,335.397390143318,0
54934,1900,17,0,1,132,132.0,132,0,0,0
51385,5353,17,2.1395606994628906,457,43903,96.06783369803064,124,0.004692019077769497,20519.632843798863,0
57621,57621,17,0,1,86,86.0,86,0,0,0
5353,5353,17,0,1,316,316.0,316,0,0,0
5353,5353,17,0,1,180,180.0,180,0,0,0
5353,5353,17,0,1,180,180.0,180,0,0,0
5353,5353,17,0,1,326,326.0,326,0,0,0
59223,5355,17,0.0010390281677246094,2,158,79.0,79,0.0010390281677246094,152065.17485084903,0
57747,5355,17,0.04612398147583008,2,158,79.0,79,0.04612398147583008,3425.5498971352954,0
138,138,17,0,1,243,243.0,243,0,0,0
54899,5355,17,0.10578560829162598,2,158,79.0,79,0.10578560829162598,1493.586911788901,0
64290,54321,17,0,1,74,74.0,74,0,0,0
59110,1900,17,6.161648750305176,3,537,179.0,179,3.080824375152588,87.15199807087401,0
5353,5353,17,2.45759654045105,3,520,173.33333333333334,312,1.228798270225525,211.58883951902166,0
5353,5353,17,2.4476771354675293,2,423,211.5,316,2.4476771354675293,172.8169103149313,0
5353,5353,17,2.0376298427581787,4,542,135.5,209,0.6792099475860596,265.99531898607125,0
5353,5353,17,1.9510858058929443,2,268,134.0,165,1.9510858058929443,137.35941248229506,0
5353,5353,17,1.93505859375,2,286,143.0,178,1.93505859375,147.79914206409285,0
5353,5353,17,1.934051513671875,2,286,143.0,178,1.934051513671875,147.87610256410255,0
5353,5353,17,1.919614315032959,2,286,143.0,178,1.919614315032959,148.98826173584223,0
5353,5353,17,1.9351625442504883,2,425,212.5,316,1.9351625442504883,219.61979434890705,0
5353,5353,17,1.8523759841918945,2,286,143.0,178,1.8523759841918945,154.3963009889531,0
5353,5353,17,1.8558554649353027,2,286,143.0,178,1.8558554649353027,154.10682857782263,0
5353,5353,17,1.8469688892364502,2,286,143.0,178,1.8469688892364502,154.84830397886907,0
5353,5353,17,1.816770315170288,2,420,210.0,312,1.816770315170288,231.17947078556978,0
5353,5353,17,1.8105971813201904,2,289,144.5,180,1.8105971813201904,159.61584552411415,0
5353,5353,17,1.8181931972503662,7,5273,753.2857142857143,1489,0.3030321995417277,2900.131849560487,0
5353,5353,17,1.7641932964324951,2,268,134.0,165,1.7641932964324951,151.9107914886325,0
5353,5353,17,1.7486324310302734,2,286,143.0,178,1.7486324310302734,163.5563855072116,0
5353,5353,17,1.7305853366851807,2,286,143.0,178,1.7305853366851807,165.26200351830883,0
5353,5353,17,1.7480864524841309,2,433,216.5,324,1.7480864524841309,247.69941977679778,0
5353,5353,17,1.7442450523376465,2,286,143.0,178,1.7442450523376465,163.96778630198853,0
5353,5353,17,1.753356695175171,2,426,213.0,317,1.753356695175171,242.96254217539007,0
5353,5353,17,1.7496306896209717,2,289,144.5,180,1.7496306896209717,165.17771533980525,0
5353,5353,17,1.7070667743682861,2,292,146.0,192,1.7070667743682861,171.05364850654829,0
5353,5353,17,1.7275724411010742,2,424,212.0,315,1.7275724411010742,245.43109736675478,0
5353,5353,17,1.6896519660949707,2,425,212.5,316,1.6896519660949707,251.53108955463549,0
5353,5353,17,1.71097993850708,2,289,144.5,180,1.71097993850708,168.90905234819274,0
5353,5353,17,1.6972975730895996,2,430,215.0,321,1.6972975730895996,253.3439078789636,0
5353,5353,17,1.706766128540039,2,420,210.0,312,1.706766128540039,246.0794088755829,0
5353,5353,17,1.706758975982666,2,286,143.0,178,1.706758975982666,167.56906161008212,0
5353,5353,17,1.7739081382751465,2,260,130.0,130,1.7739081382751465,146.56903274191532,0
5353,5353,17,0,1,178,178.0,178,0,0,0
5353,5353,17,0,1,180,180.0,180,0,0,0
5353,5353,17,0,1,178,178.0,178,0,0,0
5353,5353,17,0,1,178,178.0,178,0,0,0
5353,5353,17,0,1,178,178.0,178,0,0,0
5353,5353,17,0,1,103,103.0,103,0,0,0
5353,5353,17,0,1,109,109.0,109,0,0,0
5353,5353,17,0,1,312,312.0,312,0,0,0
5353,5353,17,0,1,99,99.0,99,0,0,0
5222,63085,6,0.23338913917541504,2,186,93.0,126,0.23338913917541504,796.9522517506806,0
0,0,2,0,1,60,60.0,60,0,0,0
49894,5355,17,0.10228133201599121,2,158,79.0,79,0.10228133201599121,1544.758920183963,0
0,0,2,0,1,60,60.0,60,0,0,0
61778,5355,17,0.09691429138183594,2,158,79.0,79,0.09691429138183594,1630.3065084332134,0
3702,3702,17,0.0005476474761962891,2,1674,837.0,845,0.0005476474761962891,3056710.882020026,0
